rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,33,8,7,26,0,8,1,8,8,1,0,edgeCount
999,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,36,24,10,26,2,-1,-11,32,28,22,2,edgeCount
998,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,14,12,8,6,0,30,22,30,30,22,0,edgeCount
997,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,40,20,8,32,0,8,0,8,8,0,0,edgeCount
996,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,7,13,5,2,0,5,0,5,5,0,0,edgeCount
995,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,11,16,8,3,2,23,15,23,23,15,2,edgeCount
994,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,5,4,4,1,4,4,0,4,4,0,4,edgeCount
993,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,12,12,9,3,0,12,3,12,12,3,0,edgeCount
992,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,30,21,10,20,2,10,0,10,10,0,2,edgeCount
991,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,16,23,3,13,6,3,0,3,3,0,6,edgeCount
990,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,6,4,4,2,0,4,0,4,4,0,0,edgeCount
989,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,11,26,4,7,4,19,15,4,4,0,4,edgeCount
988,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,8,8,2,6,2,2,0,2,2,0,2,edgeCount
987,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
986,113,161,graphml/Deltacom.graphml,4,,clustered,0.4;-0.3,7,7,6,1,0,8,2,7,7,1,0,edgeCount
985,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,8,4,4,4,0,4,0,4,4,0,0,edgeCount
984,113,161,graphml/Deltacom.graphml,4,,clustered,0.4;-0.3,18,12,4,14,2,6,2,6,6,2,2,edgeCount
983,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,6,6,6,0,2,7,1,7,7,1,2,edgeCount
982,113,161,graphml/Deltacom.graphml,1,,clustered,0.4;-0.3,9,9,9,0,2,9,0,9,9,0,2,edgeCount
981,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,18,16,15,3,0,16,1,16,16,1,0,edgeCount
980,113,161,graphml/Deltacom.graphml,4,,clustered,0.4;-0.3,6,6,5,1,0,6,1,6,6,1,0,edgeCount
979,113,161,graphml/Deltacom.graphml,1,,clustered,0.4;-0.3,8,8,8,0,6,8,0,8,8,0,6,edgeCount
978,113,161,graphml/Deltacom.graphml,4,,clustered,0.4;-0.3,10,16,8,2,0,20,12,20,20,12,0,edgeCount
977,113,161,graphml/Deltacom.graphml,1,,clustered,0.4;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
976,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,16,21,15,1,4,15,0,15,15,0,4,edgeCount
975,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,8,6,6,2,0,6,0,6,6,0,0,edgeCount
974,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,30,21,10,20,2,10,0,10,10,0,2,edgeCount
973,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,10,14,5,5,2,18,13,18,18,13,2,edgeCount
972,113,161,graphml/Deltacom.graphml,4,,clustered,0.4;-0.3,24,24,9,15,0,24,15,24,24,15,0,edgeCount
971,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,3,3,3,0,2,3,0,3,3,0,2,edgeCount
970,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
969,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,10,8,5,5,0,8,3,8,8,3,0,edgeCount
968,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
967,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,12,10,8,4,2,22,14,22,22,14,2,edgeCount
966,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,13,14,6,7,0,6,0,6,6,0,0,edgeCount
965,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
964,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,40,40,9,31,6,10,1,10,38,1,6,edgeCount
963,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
962,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,6,12,4,2,0,4,0,4,4,0,0,edgeCount
961,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
960,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,5,8,3,2,6,4,1,4,4,1,6,edgeCount
959,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,14,7,6,8,0,20,14,20,20,14,0,edgeCount
958,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,4,4,4,0,2,5,1,5,4,1,2,edgeCount
957,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,16,18,14,2,2,44,30,44,44,30,2,edgeCount
956,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,9,9,7,2,0,9,2,9,9,2,0,edgeCount
955,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,25,25,9,16,2,9,0,25,25,16,2,edgeCount
954,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,10,9,8,2,4,8,0,8,8,0,4,edgeCount
953,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,23,7,5,18,0,5,0,5,5,0,0,edgeCount
952,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,9,7,6,3,0,7,1,7,7,1,0,edgeCount
951,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
950,113,161,graphml/Deltacom.graphml,1,,clustered,0.4;-0.3,21,21,21,0,0,21,0,21,21,0,0,edgeCount
949,113,161,graphml/Deltacom.graphml,1,,clustered,0.4;-0.3,13,13,13,0,2,13,0,13,13,0,2,edgeCount
948,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,10,10,9,1,0,10,1,10,10,1,0,edgeCount
947,113,161,graphml/Deltacom.graphml,1,,clustered,0.4;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
946,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,11,7,6,5,0,7,1,7,7,1,0,edgeCount
945,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,3,3,3,0,4,3,0,3,3,0,4,edgeCount
944,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,5,2,2,3,6,11,9,2,2,0,6,edgeCount
943,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,11,9,9,2,2,29,20,9,9,0,2,edgeCount
942,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,15,14,13,2,4,14,1,14,14,1,4,edgeCount
941,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,9,8,7,2,4,8,1,8,8,1,4,edgeCount
940,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,6,5,3,3,2,14,11,14,14,11,2,edgeCount
939,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,9,9,7,2,0,9,2,9,9,2,0,edgeCount
938,113,161,graphml/Deltacom.graphml,3,,clustered,0.4;-0.3,11,10,10,1,2,10,0,10,10,0,2,edgeCount
937,113,161,graphml/Deltacom.graphml,1,,clustered,0.4;-0.3,18,18,18,0,0,18,0,18,18,0,0,edgeCount
936,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,8,18,8,0,4,16,8,16,36,8,4,edgeCount
935,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
934,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,9,15,5,4,4,5,0,5,5,0,4,edgeCount
933,113,161,graphml/Deltacom.graphml,1,,clustered,0.4;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
932,113,161,graphml/Deltacom.graphml,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
931,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,14,10,10,4,0,10,0,10,10,0,0,edgeCount
930,113,161,graphml/Deltacom.graphml,2,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
